Node1,Sign,Node2,Weight
MAP2K2,1,MAPK3,18
MAP2K5,1,MAPK7,3
MAP2K6,-1,NFE2L2,100
MAP2K6,1,CRK,2
MAP2K6,1,MAPK11,100
MAP2K6,1,MAPK8,9
MAP2K6,1,MAPK9,60
MAP2K7,1,MAPK14,3
MAP3K1,1,CHUK,3
MAP3K1,1,MAP2K2,18
MAP3K1,1,MAP2K7,3
MAP3K1,1,MAPK1,35
MAP3K1,1,MAPK3,18
MAP3K1,1,STAT3,53
MAP3K14,1,CHUK,54
MAP3K14,1,NFKB2,78
MAP3K14,1,RCAN1,55
MAP3K2,1,CHUK,10
MAP3K3,1,CHUK,14
MAP3K3,1,RCAN1,14
MAP3K5,1,MAP2K6,38
MAP3K5,1,MAPK14,27
MAP3K5,1,MAPK8,14
MAP3K7,1,CHUK,8
MAP3K7,1,IKBKB,1
MAP3K7,1,MAP2K6,8
MAP3K7,1,MAP3K14,8
MAP3K7,1,MAPK14,1
MAP3K7,1,NFKB1,1
MAP3K8,1,MAP3K14,4
MAPK1,-1,ARRB1,5
MAPK1,-1,BCL6,35
MAPK1,-1,FRS2,11
MAPK1,-1,LIFR,27
MAPK1,-1,STK11,19
MAPK1,1,ABI1,15
MAPK1,1,CEBPB,35
MAPK1,1,EIF2AK2,8
MAPK1,1,ELK1,35
MAPK1,1,ETS1,35
MAPK1,1,HIF1A,35
MAPK1,1,JUN,35
MAPK1,1,JUND,35
MAPK1,1,MAPKAPK2,16
MAPK1,1,MAPKAPK5,11
MAPK1,1,MITF,35
MAPK1,1,NCOA1,35
MAPK1,1,PCBP2,4
MAPK1,1,RAF1,8
MAPK1,1,RARA,35
MAPK1,1,RELA,35
MAPK1,1,RPS6KA2,4
MAPK1,1,RPS6KB1,35
MAPK1,1,SMAD4,35
MAPK1,1,SP1,35
MAPK1,1,SP3,35
MAPK1,1,SREBF2,35
MAPK1,1,STAT1,35
MAPK1,1,STAT3,35
MAPK1,1,STAT5A,35
MAPK11,-1,NFE2L2,100
MAPK11,1,ATF2,100
MAPK11,1,HBP1,100
MAPK14,-1,CASP3,2
MAPK14,-1,FGFR1,32
MAPK14,-1,GSK3B,27
MAPK14,-1,MAPK3,35
MAPK14,-1,PRKACA,38
MAPK14,-1,TAB1,27
MAPK14,1,ADAM17,23
MAPK14,1,CFLAR,13
MAPK14,1,DDIT3,1
MAPK14,1,ELAVL1,3
MAPK14,1,ELK1,100
MAPK14,1,ELK4,100
MAPK14,1,ETS1,100
MAPK14,1,ETS2,100
MAPK14,1,JUN,100
MAPK14,1,JUNB,100
MAPK14,1,MAPKAPK2,56
MAPK14,1,MAPKAPK5,11
MAPK14,1,MAX,100
MAPK14,1,MEF2A,100
MAPK14,1,MITF,100
MAPK14,1,NR3C1,44
MAPK14,1,RARA,100
MAPK14,1,RELA,100
MAPK14,1,STAT1,100
MAPK14,1,STAT3,100
MAPK14,1,USF1,100
MAPK3,-1,BCL6,65
MAPK3,-1,FGFR1,35
MAPK3,-1,GSK3B,27
MAPK3,-1,MITF,35
MAPK3,-1,MRTFA,4
MAPK3,-1,NFATC1,35
MAPK3,-1,NR3C1,27
MAPK3,-1,STK11,33
MAPK3,-1,TSC2,3
MAPK3,1,ABI1,15
MAPK3,1,ADAM17,23
MAPK3,1,ATF2,35
MAPK3,1,CEBPB,65
MAPK3,1,CTTN,8
MAPK3,1,ELK1,65
MAPK3,1,ELK4,65
MAPK3,1,EP300,31
MAPK3,1,ETS1,65
MAPK3,1,HDAC6,3
MAPK3,1,HIF1A,65
MAPK3,1,JUND,65
MAPK3,1,LRP6,27
MAPK3,1,MAPKAPK2,40
MAPK3,1,NCOA1,47
MAPK3,1,PCBP2,4
MAPK3,1,PML,13
MAPK3,1,RCAN1,35
MAPK3,1,RPS6KB1,65
MAPK3,1,SMAD4,65
MAPK3,1,SP1,65
MAPK3,1,SP3,65
MAPK3,1,SPHK2,8
MAPK3,1,SREBF2,65
MAPK3,1,STAT3,65
MAPK3,1,STAT5A,65
MAPK7,-1,PML,3
MAPK7,1,ELK4,3
MAPK7,1,ETS1,3
MAPK7,1,MEF2A,3
MAPK8,-1,AIMP1,14
MAPK8,-1,CTBP1,9
MAPK8,-1,HSF1,9
MAPK8,1,ATF2,9
MAPK8,1,ELK1,14
MAPK8,1,ELK4,14
MAPK8,1,ITCH,9
MAPK8,1,JUN,14
MAPK8,1,JUNB,14
MAPK8,1,JUND,14
MAPK8,1,PXN,9
MAPK8,1,RARA,14
MAPK8,1,RPS6KB1,14
MAPK8,1,SMAD4,14
MAPK8,1,SP1,14
MAPK8,1,STAT1,14
MAPK8,1,STAT3,14
MAPK8,1,STAT5A,14
MAPK8,1,STK4,14
MAPK8IP1,-1,RBPJ,64
MAPK8IP1,1,MAPK14,5
MAPK9,-1,JUNB,60
MAPK9,1,ATF2,60
MAPK9,1,ELK1,5
MAPK9,1,JUN,5
MAPK9,1,MAPK8IP1,65
MAPK9,1,NR3C1,2
MAPK9,1,STAT1,5
MAPK9,1,STAT3,5
MAPKAPK2,-1,TSC1,3
MAPKAPK2,-1,TSC2,3
MAPKAPK2,1,BAG2,19
MAPKAPK2,1,CREB1,56
MAPKAPK2,1,ELAVL1,1
MAPKAPK2,1,HSF1,36
MAPKAPK2,1,PIAS1,24
MAPKAPK2,1,SRF,56
MAPKAPK5,1,DNAJB1,11
MAVS,-1,TRAF3,8
MAVS,1,IKBKB,6
MAVS,1,TBK1,91
MDM2,-1,EP300,23
MDM2,-1,HIF1A,23
MDM2,-1,NOTCH4,23
MOB1A,1,LATS1,3
MOB1A,1,LATS2,8
MRTFA,1,SRF,4
MTOR,-1,AKT1S1,12
MTOR,-1,ATG13,5
MTOR,-1,ULK1,3
MTOR,-1,ULK2,5
MTOR,1,RPS6KB1,10
MTOR,1,SGK1,4
MTOR,1,STAT3,10
NBR1,1,GABARAP,17
NBR1,1,MAP1LC3A,6
NCOA1,1,STAT5A,82
NCOA1,1,STAT5B,82
NCOR1,-1,RBPJ,3
NCOR1,1,BCL6,3
NCOR2,1,BCL6,21
NF2,1,LATS1,2
NFE2L2,1,PRDX1,37
NFKB1,-1,MAP3K8,8
NFKB1,1,RELA,100
NOTCH1,1,CHUK,4
NOTCH1,1,HIF1A,5
NOTCH1,1,RBPJ,5
NOTCH1,1,SNW1,3
NOTCH4,1,RBPJ,27
NR3C1,1,CEBPB,44
NR3C1,1,HDAC1,44
NR3C1,1,STAT5A,44
NRAS,1,ARAF,18
NRAS,1,BRAF,4
NUAK1,-1,CASP6,2
PCBP2,-1,MAVS,8
PDK1,1,PRKACA,3
PDPK1,1,MAP2K2,2
PDPK1,1,PKN1,2
PDPK1,1,PRKACA,3
PDPK1,1,PRKCE,3
PDPK1,1,RPS6KB1,2
PIAS1,-1,FHL1,1
PIAS1,1,DDX5,23
PIAS1,1,SMAD4,24
PIAS1,1,STAT1,24
PKN1,1,MAPK14,2
PML,1,CSNK1A1,8
PML,1,TOPBP1,3
PPP1CA,-1,MAPK3,6
PPP1CA,-1,SP1,6
PPP1CA,-1,SP3,6
PPP1CA,-1,STAT3,6
PPP1CB,1,CASP2,6
PPP1R14B,-1,PPP1CB,18
PPP2CA,-1,AKT3,3
PPP2CA,-1,APC,16
PPP2CA,-1,ATM,53
PPP2CA,-1,ELF1,53
PPP2CA,-1,MAP2K2,18
PPP2CA,-1,MAP3K3,10
PPP2CA,-1,MAPK1,8
PPP2CA,-1,MAPK3,45
PPP2CA,-1,PRKACA,10
PPP2CA,-1,PRKCD,29
PPP2CA,-1,PXN,3
PPP2CA,-1,RELA,53
PPP2CA,-1,RPS6KB1,53
PPP2CA,-1,STK3,16
PPP2CA,-1,STK4,39
PPP2CA,-1,TRAF2,53
PPP2CA,1,MDM2,23
PPP2CA,1,SP1,10
PPP2CB,-1,AKT2,8
PPP2CB,-1,ATM,47
PPP2CB,-1,ELF1,47
PPP2CB,-1,IKBKB,6
PPP2CB,-1,MAPK1,27
PPP2CB,-1,PRKCD,42
PPP2CB,-1,RPS6KB1,47
PPP2CB,-1,TRAF2,37
PPP2R2A,-1,PPP2CA,45
PPP2R2A,1,RAF1,8
PPP2R5C,1,ATF1,4
PPP3CA,1,NFATC1,64
PPP3CC,1,NFATC1,23
PPP3R1,1,NFATC1,23
PRKAA1,-1,DDIT3,1
PRKAA1,-1,EP300,3
PRKAA1,-1,MTOR,7
PRKAA1,1,ALDH2,9
PRKAA1,1,GAPDH,12
PRKAA1,1,KLC2,24
PRKAA1,1,TSC2,3
PRKAA1,1,ULK1,6
PRKAA2,-1,RPTOR,2
PRKAA2,1,INSR,40
PRKAA2,1,ULK1,7
PRKAB1,1,ULK1,5
PRKACA,-1,APC,20
PRKACA,-1,GNA13,3
PRKACA,-1,GSK3A,20
PRKACA,-1,NF2,2
PRKACA,-1,NFATC1,38
PRKACA,-1,PRKAA1,4
PRKACA,-1,PRKAA2,7
PRKACA,1,ATF2,38
PRKACA,1,CAPN1,11
PRKACA,1,CSK,9
PRKACA,1,LATS1,19
PRKACA,1,LATS2,25
PRKACA,1,MTOR,3
PRKACA,1,STK11,4
PRKAG1,1,PRKAA2,38
PRKCD,-1,ADRB2,3
PRKCD,-1,DAB2,2
PRKCD,-1,GSK3A,31
PRKCD,-1,PRKDC,4
PRKCD,1,BAG3,12
PRKCD,1,IL6ST,50
PRKCD,1,ITGB2,26
PRKCD,1,MAPK8,10
PRKCD,1,NFE2L2,71
PRKCD,1,PPP1R14B,20
PRKCD,1,STAT1,71
PRKCD,1,TBL1XR1,11
PRKCE,-1,FGFR1,3
PRKCE,1,ALDH2,1
PRKCE,1,ATF2,4
PRKCE,1,PRKD1,1
PRKD1,1,YWHAH,4
PRKDC,-1,EIF2AK4,73
PRKDC,1,CASP2,4
PRKDC,1,SRF,73
PRKDC,1,TRIM28,3
PRKDC,1,USF1,73
PTEN,-1,PTK2,7
PTK2,1,ARHGEF6,13
PTK2,1,PXN,10
PTK2,1,RAC1,65
PTK2,1,TLN1,24
PTPN1,-1,ABL1,27
PTPN1,-1,CRK,2
PTPN1,-1,PTK2,7
PTPN1,1,IGF1R,5
PTPN1,1,INSR,5
PTPN1,1,PPP2R2A,27
PTPN1,1,STAT3,50
PTPN1,1,TYK2,49
PTPN2,-1,FKBP4,2
PTPN2,-1,JAK1,5
PTPN2,-1,STAT1,5
PTPN2,-1,STAT3,5
PTPN2,-1,STAT5B,5
PTPN2,1,STAT5A,2
PXN,1,ILK,54
RAC1,-1,RHOA,23
RAC1,1,MAP3K1,53
RAC1,1,MAPK9,5
RAC1,1,ROCK1,6
RAC1,1,SET,65
RAC1,1,STAT3,73
RACK1,-1,IGF1R,3
RACK1,1,STAT3,3
RAF1,-1,STK3,8
RAPGEF1,1,NRAS,6
RASA1,-1,HRAS,5
RASSF1,1,STK3,3
RASSF1,1,STK4,3
RB1,-1,YY1,3
RB1,1,HIF1A,3
RBPJ,1,GTF2A2,100
RCAN1,-1,PPP3CA,64
RELA,-1,NCOR2,21
RELA,1,EGR1,100
RELA,1,JUN,100
RELA,1,SP1,100
RHOA,-1,PTPN1,50
RHOA,1,MAPK8,9
RIPK1,1,DAB2IP,3
RIPK1,1,MAP3K1,3
RIPK1,1,TAB3,8
RIPK1,1,TRAF6,2
RNF5,-1,MAVS,51
RNF5,-1,PXN,3
RNF7,-1,CASP3,2
RNF7,-1,HIF1A,15
RNF7,-1,JUN,15
RNF7,-1,NF1,2
ROCK1,-1,PPP1CA,6
ROCK1,1,PTK2,6
RPS6KA2,1,ATF4,4
RPS6KA2,1,CREB1,4
RPS6KB1,-1,MDM2,23
RPS6KB1,1,CREM,100
RPTOR,-1,MTOR,2
SET,-1,PPP2CA,18
SET,-1,PPP2CB,47
SGK1,-1,MAP3K3,4
SGK1,1,CREB1,4
SGK1,1,NR3C1,4
SIAH1,-1,HIPK2,27
SIAH1,1,NOTCH1,1
SIRT1,-1,NFE2L2,3
SIRT1,-1,RELA,3
SIRT1,-1,STAT5A,3
SIRT1,1,NCOR1,6
SIRT1,1,NCOR2,3
SKP1,1,CUL1,15
SMAD4,1,ATF1,100
SMAD4,1,CREB1,100
SMAD4,1,MEF2A,100
SMAD7,1,ACVR1,10
SMAD7,1,SMURF2,7
SMAD7,1,TGFBR1,18
SMC3,-1,MXI1,100
SMURF2,-1,BMPR2,21
SNW1,1,RBPJ,3
SOCS3,-1,MAPK8IP1,4
SOCS3,1,STAT5A,4
SOD1,1,EIF2AK3,23
SOS2,1,HRAS,11
SP1,1,ADAM17,23
SP1,1,CD2AP,39
SPHK2,-1,HDAC1,8
SQSTM1,-1,SOD1,23
STAT1,1,ARNT,35
STAT1,1,IRF2,100
STAT2,1,STAT1,100
STAT3,1,BCL2L1,2
STAT3,1,EGR1,100
STAT3,1,JUNB,100
STAT3,1,MAP2K5,3
STAT3,1,RELA,100
STAT5A,1,BCL2L1,2
STK11,-1,PTEN,23
STK11,1,GSK3B,23
STK11,1,MARK2,7
STK11,1,NUAK1,2
STK11,1,PRKAA1,26
STK11,1,PRKAA2,38
STK11,1,PRKAG1,38
STK3,1,LATS1,7
STK3,1,LATS2,35
STK3,1,MOB1A,33
STK38,-1,MAP3K2,10
STK38,-1,YAP1,9
STK38,1,AAK1,52
STK4,1,LATS1,7
STK4,1,LATS2,4
STK4,1,MOB1A,24
STK4,1,STK38,52
TAB3,1,MAP3K7,8
TAOK3,1,STK3,3
TAOK3,1,STK4,3
TBK1,1,CHUK,3
TBK1,1,IKBKB,6
TBK1,1,NFKB1,100
TBK1,1,REL,100
TBK1,1,RELA,100
TBK1,1,SQSTM1,23
TBL1XR1,-1,BCL3,13
TGFBR1,1,PPP2R2A,18
TGFBR1,1,RAC1,8
TGFBR1,1,TRAF6,18
TLN1,1,ITGB2,20
TLN1,1,ITGB5,3
TRAF2,1,BIRC2,40
TRAF2,1,BIRC3,37
TRAF2,1,IKBKB,6
TRAF2,1,MAP3K1,53
TRAF2,1,MAP3K5,27
TRAF2,1,MAP3K7,1
TRAF2,1,RIPK1,3
TRAF3,1,TBK1,8
TRAF6,1,AKT3,3
TRAF6,1,MAP3K14,10
TRAF6,1,MAP3K5,10
TRAF6,1,MAPK14,35
TRIM28,-1,STAT3,4
TRIM28,1,TBL1XR1,7
TSC2,1,TSC1,3
TYK2,1,DUSP3,29
TYK2,1,IFNAR1,10
TYK2,1,STAT1,59
TYK2,1,STAT2,59
TYK2,1,STAT3,59
TYK2,1,STAT5A,59
TYK2,1,STAT5B,59
ULK1,-1,DYNLL1,3
ULK1,1,AMBRA1,6
ULK1,1,ATG13,3
ULK1,1,GABARAP,9
ULK2,-1,PRKAA2,2
ULK2,-1,PRKAB1,5
USP28,-1,FBXW7,4
USP28,-1,SKP1,15
WWTR1,1,TEAD4,30
YAP1,-1,DVL1,23
YAP1,1,SMAD7,27
YAP1,1,TEAD4,70
YWHAH,-1,NFATC1,4
YY1,-1,NOTCH1,3
