Node,NodeType,ZeroAct,UpAct,DownAct,AvgAct
CSK,,100,0,0,0
CSNK1A1,,79,7,14,-7
CSNK1G1,,100,0,0,0
CSNK2A1,,86,14,0,14
CTBP1,,95,5,0,5
CTNNA1,,100,0,0,0
CTNNB1,,99,1,0,1
CTNND1,,100,0,0,0
CTTN,,87,13,0,13
CUL1,,71,0,29,-29
CUL3,,100,0,0,0
CYLD,,100,0,0,0
CYTH2,,100,0,0,0
DAAM1,,100,0,0,0
DAB2,,100,0,0,0
DAB2IP,,86,14,0,14
DAG1,,100,0,0,0
DAPK3,,100,0,0,0
DAXX,,84,0,16,-16
DCLRE1B,,100,0,0,0
DDB2,,100,0,0,0
DDIT3,,100,0,0,0
DDR1,,100,0,0,0
DDR2,,100,0,0,0
DDX17,,100,0,0,0
DDX3X,,100,0,0,0
DDX5,,57,43,0,43
DLC1,,100,0,0,0
DNAJB1,,99,1,0,1
DNM1,,100,0,0,0
DNMT3A,,100,0,0,0
DOCK1,,100,0,0,0
DOCK7,,100,0,0,0
DOK4,,76,24,0,24
DPYSL2,,100,0,0,0
DUSP1,,100,0,0,0
DUSP16,,100,0,0,0
DUSP3,,100,0,0,0
DUSP6,,100,0,0,0
DVL1,,100,0,0,0
DVL2,,100,0,0,0
DVL3,,100,0,0,0
DYNLL1,,97,0,3,-3
DYRK1B,,100,0,0,0
DYRK2,,100,0,0,0
ECSIT,,85,7,8,-1
EEF1A1,,100,0,0,0
EGFR,,100,0,0,0
EGLN1,,100,0,0,0
EGLN2,,100,0,0,0
EGR1,M,0,100,0,100
EIF2A,,4,96,0,96
EIF2AK2,,77,8,15,-7
EIF2AK3,,66,2,32,-30
EIF2AK4,,28,0,72,-72
EIF2B1,,100,0,0,0
EIF2B2,,100,0,0,0
EIF2B3,,100,0,0,0
EIF2B4,,100,0,0,0
EIF2B5,,100,0,0,0
EIF2S2,,100,0,0,0
EIF3J,,95,0,5,-5
EIF4E,,100,0,0,0
EIF4EBP3,,100,0,0,0
EIF4G2,,95,0,5,-5
ELAVL1,,78,15,7,8
ELF1,M,0,100,0,100
ELK1,M,0,100,0,100
ELK4,M,0,100,0,100
ENPP1,,90,0,10,-10
EP300,,53,39,8,31
EPB41,,100,0,0,0
EPHA2,,100,0,0,0
ERBB2,,93,0,7,-7
ERC1,,100,0,0,0
ERCC6,,98,0,2,-2
ERRFI1,,100,0,0,0
ETS1,M,0,100,0,100
ETS2,M,0,100,0,100
EZH2,,95,0,5,-5
FANCC,,85,15,0,15
FAS,,96,0,4,-4
FBXO31,,100,0,0,0
FBXW7,,75,0,25,-25
FGFR1,,56,18,26,-8
FH,,100,0,0,0
FHL1,,100,0,0,0
FKBP4,,100,0,0,0
FKBP8,,100,0,0,0
FLCN,,100,0,0,0
FLI1,M,0,100,0,100
FLNA,,81,19,0,19
FNTA,,100,0,0,0
FOS,M,100,0,0,0
FOXO3,,100,0,0,0
FRS2,,81,19,0,19
FUS,,100,0,0,0
FYCO1,,93,7,0,7
FZD7,,100,0,0,0
G3BP1,,100,0,0,0
G3BP2,,100,0,0,0
GAB2,,99,1,0,1
GABARAP,,64,32,4,28
GABARAPL1,,95,0,5,-5
GABARAPL2,,100,0,0,0
GABPA,,100,0,0,0
GADD45A,,100,0,0,0
GAPDH,,92,0,8,-8
GIT1,,100,0,0,0
GNA11,,100,0,0,0
GNA13,,100,0,0,0
GNAI1,,100,0,0,0
GNAQ,,97,0,3,-3
GNAS,,100,0,0,0
GNB2,,100,0,0,0
GOLGA3,,100,0,0,0
GOPC,,100,0,0,0
GPHN,,74,22,4,18
GRB10,,89,0,11,-11
GRB2,,93,0,7,-7
GRIPAP1,,100,0,0,0
GRK2,,94,0,6,-6
GSK3A,,56,20,24,-4
GSK3B,,87,6,7,-1
GSTP1,,100,0,0,0
GTF2A2,,0,100,0,100
HACE1,,100,0,0,0
HBEGF,,100,0,0,0
HBP1,M,0,0,100,-100
HDAC1,,49,51,0,51
HDAC2,,100,0,0,0
HDAC3,,100,0,0,0
HDAC4,,100,0,0,0
HDAC5,,100,0,0,0
HDAC6,,100,0,0,0
HDAC9,,100,0,0,0
HERC2,,100,0,0,0
HES1,,100,0,0,0
HGS,,100,0,0,0
HIF1A,M,0,100,0,100
HIPK2,,75,0,25,-25
HMGN1,,100,0,0,0
HNRNPA0,,100,0,0,0
HNRNPD,,100,0,0,0
HNRNPK,,100,0,0,0
HRAS,,94,1,5,-4
HSF1,,90,0,10,-10
HSP90AA1,,85,15,0,15
HSP90AB1,,100,0,0,0
HSPA1A,,100,0,0,0
HSPA1B,,90,0,10,-10
HSPA5,,100,0,0,0
HSPA8,,92,8,0,8
HSPB1,,100,0,0,0
HTT,,100,0,0,0
ICAM1,,100,0,0,0
IFNAR1,,91,9,0,9
IFNAR2,,100,0,0,0
IFNGR1,,100,0,0,0
IGF1R,,92,7,1,6
IGF2,,98,2,0,2
IKBKB,,94,0,6,-6
IL6R,,100,0,0,0
IL6ST,,66,34,0,34
ILK,,63,5,32,-27
INSR,,70,30,0,30
IQGAP1,,57,43,0,43
IRAK1,,100,0,0,0
IRAK3,,100,0,0,0
IRAK4,,100,0,0,0
IRF1,,89,0,11,-11
IRF2,M,0,100,0,100
IRS1,,100,0,0,0
IRS2,,100,0,0,0
ITCH,,72,20,8,12
ITGA5,,96,0,4,-4
ITGA6,,100,0,0,0
ITGAV,,98,2,0,2
ITGB1,,85,15,0,15
ITGB2,,97,3,0,3
ITGB4,,100,0,0,0
ITGB5,,100,0,0,0
JAK1,,87,13,0,13
JAK2,,100,0,0,0
JDP2,,100,0,0,0
JUN,M,0,100,0,100
JUNB,M,0,100,0,100
JUND,M,0,100,0,100
KAT5,,100,0,0,0
KCTD10,,100,0,0,0
KCTD13,,100,0,0,0
KDM1A,,84,2,14,-12
KDM4C,,84,2,14,-12
KEAP1,,100,0,0,0
KHDRBS1,,100,0,0,0
KHSRP,,100,0,0,0
KLC2,,88,12,0,12
KMT2A,,100,0,0,0
KPNA2,,89,0,11,-11
KRAS,,86,0,14,-14
KSR1,,100,0,0,0
L3MBTL2,,100,0,0,0
LARP4B,,100,0,0,0
LATS1,,5,19,76,-57
LATS2,,89,6,5,1
LIFR,,96,4,0,4
LMNA,,100,0,0,0
LMTK2,,100,0,0,0
LRIG1,,100,0,0,0
LRP5,,100,0,0,0
LRP6,,39,56,5,51
LZTR1,,100,0,0,0
MAF1,,100,0,0,0
MAGI2,,100,0,0,0
MALT1,,100,0,0,0
MAML1,,100,0,0,0
MAML2,,100,0,0,0
MAML3,,95,5,0,5
MAP1LC3A,,90,7,3,4
MAP1LC3B,,88,12,0,12
MAP2K1,,100,0,0,0
MAP2K2,,100,0,0,0
MAP2K3,,80,0,20,-20
MAP2K4,,93,7,0,7
MAP2K5,,95,5,0,5
MAP2K6,,0,0,100,-100
MAP2K7,,84,16,0,16
MAP3K1,,92,0,8,-8
MAP3K10,,82,18,0,18
MAP3K11,,100,0,0,0
MAP3K12,,100,0,0,0
MAP3K14,,79,0,21,-21
MAP3K2,,100,0,0,0
MAP3K20,,100,0,0,0
MAP3K3,,100,0,0,0
MAP3K4,,52,0,48,-48
MAP3K5,,100,0,0,0
MAP3K7,,66,4,30,-26
MAP3K8,,100,0,0,0
MAPK1,,28,65,7,58
MAPK11,,0,0,100,-100
MAPK12,,100,0,0,0
MAPK14,,0,100,0,100
MAPK3,,45,43,12,31
MAPK7,,95,5,0,5
MAPK8,,72,0,28,-28
MAPK8IP1,,74,7,19,-12
MAPK9,,74,7,19,-12
MAPKAPK2,,81,19,0,19
MAPKAPK3,,100,0,0,0
MAPKAPK5,,99,1,0,1
MARK2,,99,1,0,1
MAVS,,21,14,65,-51
MAX,M,0,100,0,100
MCL1,,100,0,0,0
MDC1,,100,0,0,0
MDM2,,99,0,1,-1
MECP2,,92,0,8,-8
MEF2A,M,0,100,0,100
MEF2C,,100,0,0,0
MET,,94,4,2,2
MITF,M,0,100,0,100
MMP14,,91,0,9,-9
MMP2,,100,0,0,0
MNT,M,100,0,0,0
MOB1A,,71,28,1,27
MOB1B,,53,16,31,-15
MRTFA,,100,0,0,0
MTOR,,80,9,11,-2
MXI1,M,0,0,100,-100
MYO1E,,100,0,0,0
MYO5A,,100,0,0,0
NBR1,,89,0,11,-11
NCK1,,73,0,27,-27
NCK2,,100,0,0,0
NCOA1,,100,0,0,0
NCOA2,,100,0,0,0
NCOR1,,97,0,3,-3
NCOR2,,100,0,0,0
NEDD4,,94,0,6,-6
NEDD4L,,92,0,8,-8
NET1,,100,0,0,0
NF1,,100,0,0,0
NF2,,74,6,20,-14
NFATC1,M,0,100,0,100
NFATC2,,100,0,0,0
NFE2L2,M,0,100,0,100
NFKB1,M,0,100,0,100
NFKB2,M,0,0,100,-100
NFX1,,100,0,0,0
NLGN2,,100,0,0,0
NLK,,71,0,29,-29
NMI,,100,0,0,0
NOLC1,,100,0,0,0
NOTCH1,,27,73,0,73
NOTCH2,,100,0,0,0
NOTCH4,,99,1,0,1
NPM1,,77,0,23,-23
NR1D1,,78,0,22,-22
NR2F2,,100,0,0,0
NR3C1,,100,0,0,0
NR4A1,,100,0,0,0
NRAS,,99,0,1,-1
NRBF2,,100,0,0,0
NRF1,,100,0,0,0
NRIP1,,100,0,0,0
NUAK1,,89,5,6,-1
NUMA1,,100,0,0,0
OPHN1,,100,0,0,0
OTUD5,,100,0,0,0
PABPC1,,100,0,0,0
PAK1,,76,5,19,-14
PAK1IP1,,100,0,0,0
PAK2,,59,41,0,41
PARD3,,100,0,0,0
PARN,,100,0,0,0
PARP1,,100,0,0,0
PAXIP1,,100,0,0,0
PCBP2,,42,55,3,52
PCNA,,100,0,0,0
PDK1,,93,0,7,-7
PDP1,,100,0,0,0
PDPK1,,93,7,0,7
PEA15,,100,0,0,0
PEBP1,,100,0,0,0
PELI1,,100,0,0,0
PER2,,78,0,22,-22
PEX5,,100,0,0,0
PHB2,,100,0,0,0
PIAS1,,81,19,0,19
PIAS2,,100,0,0,0
PIDD1,,100,0,0,0
PIK3C3,,100,0,0,0
PIK3CA,,100,0,0,0
PIK3R1,,100,0,0,0
PIK3R3,,100,0,0,0
PIK3R4,,100,0,0,0
PIM1,,100,0,0,0
PIN1,,100,0,0,0
PIN4,,100,0,0,0
PKN1,,93,7,0,7
PLCG1,,100,0,0,0
PMAIP1,,100,0,0,0
PML,,79,7,14,-7
PPM1A,,100,0,0,0
PPM1D,,100,0,0,0
PPP1CA,,79,21,0,21
PPP1CB,,90,6,4,2
PPP1CC,,96,4,0,4
PPP1R14B,,55,4,41,-37
PPP1R15A,,96,4,0,4
PPP1R2,,75,0,25,-25
PPP2CA,,33,0,67,-67
PPP2CB,,67,0,33,-33
PPP2R2A,,58,42,0,42
PPP2R5A,,100,0,0,0
PPP2R5C,,67,33,0,33
PPP2R5D,,100,0,0,0
PPP3CA,,100,0,0,0
PPP3CB,,71,17,12,5
PPP3CC,,11,82,7,75
PPP3R1,P,100,0,0,0
PPP5C,,100,0,0,0
PRDX1,,100,0,0,0
PREX1,,100,0,0,0
PRKAA1,,53,27,20,7
PRKAA2,,69,19,12,7
PRKAB1,,94,0,6,-6
PRKACA,,100,0,0,0
PRKAG1,,77,19,4,15
PRKCA,,100,0,0,0
PRKCD,,29,57,14,43
PRKCE,,91,7,2,5
PRKCI,,100,0,0,0
PRKD1,,100,0,0,0
PRKDC,,28,72,0,72
PRKG1,,100,0,0,0
PSEN1,,98,2,0,2
PSIP1,,100,0,0,0
PTEN,,100,0,0,0
PTGES3,,100,0,0,0
PTK2,,98,0,2,-2
PTPN1,,46,53,1,52
PTPN11,,100,0,0,0
PTPN12,,100,0,0,0
PTPN2,,96,0,4,-4
PTPRA,,100,0,0,0
PXN,,82,5,13,-8
RAB5A,,100,0,0,0
RAC1,,0,100,0,100
RAC2,,100,0,0,0
RACGAP1,,100,0,0,0
RACK1,,100,0,0,0
RAD1,,100,0,0,0
RAD18,,100,0,0,0
RAD50,,100,0,0,0
RAF1,,62,38,0,38
RALA,,100,0,0,0
RALB,,100,0,0,0
RALBP1,,100,0,0,0
RANBP9,,100,0,0,0
RAP1A,,100,0,0,0
RAP1B,,100,0,0,0
RAPGEF1,,100,0,0,0
RARA,M,0,100,0,100
RASA1,,99,0,1,-1
RASGRF2,,100,0,0,0
RASSF1,,81,0,19,-19
RB1,,100,0,0,0
RB1CC1,,93,6,1,5
RBL2,,100,0,0,0
RBPJ,M,0,100,0,100
RCAN1,,100,0,0,0
RCHY1,,100,0,0,0
REL,M,0,100,0,100
RELA,M,0,100,0,100
RET,,100,0,0,0
RFWD3,,100,0,0,0
RGS2,,100,0,0,0
RHEB,,67,27,6,21
RHOA,,46,1,53,-52
RHOU,,100,0,0,0
RIPK1,,94,0,6,-6
RNF11,,97,3,0,3
RNF111,,100,0,0,0
RNF5,,92,8,0,8
RNF7,,71,0,29,-29
RNF8,,100,0,0,0
ROCK1,,96,0,4,-4
ROCK2,,100,0,0,0
RPL13A,,100,0,0,0
RPS6KA2,,97,3,0,3
RPS6KA3,,83,17,0,17
RPS6KB1,,0,100,0,100
RPTOR,,94,6,0,6
RRAGC,,100,0,0,0
RRAGD,,100,0,0,0
RRAS,,100,0,0,0
RXRA,,100,0,0,0
SDC4,,100,0,0,0
SEC63,,100,0,0,0
SET,,42,58,0,58
SETD2,,100,0,0,0
SF1,,100,0,0,0
SGK1,,92,8,0,8
SH3RF1,,100,0,0,0
SHC1,,95,0,5,-5
SIAH1,,100,0,0,0
SIK2,,100,0,0,0
SIK3,,100,0,0,0
SIRT1,,63,15,22,-7
SIVA1,,100,0,0,0
SKI,,100,0,0,0
SKIL,,100,0,0,0
SKP1,,71,0,29,-29
SKP2,,100,0,0,0
SLK,,100,0,0,0
SMAD1,,73,27,0,27
SMAD2,,100,0,0,0
SMAD3,M,100,0,0,0
SMAD4,M,0,100,0,100
SMAD5,,100,0,0,0
SMAD7,,78,14,8,6
SMAD9,,100,0,0,0
SMARCA4,,100,0,0,0
SMARCB1,,100,0,0,0
SMC3,,0,100,0,100
SMURF2,,78,14,8,6
SNW1,,100,0,0,0
SOCS3,,100,0,0,0
SOD1,,88,1,11,-10
SOS1,,100,0,0,0
SOS2,,98,0,2,-2
SOX9,,100,0,0,0
SP1,M,0,100,0,100
SP3,M,0,100,0,100
SPART,,100,0,0,0
SPEN,,100,0,0,0
SPHK2,,100,0,0,0
SPRY1,,100,0,0,0
SPRY2,,94,6,0,6
SQSTM1,,61,32,7,25
SREBF2,M,0,100,0,100
SRF,M,0,100,0,100
STAT1,M,0,100,0,100
STAT2,M,0,100,0,100
STAT3,M,0,100,0,100
STAT5A,M,0,100,0,100
STAT5B,M,0,100,0,100
STAT6,,99,1,0,1
STK11,,65,29,6,23
STK24,,100,0,0,0
STK3,,10,31,59,-28
STK38,,93,7,0,7
STK38L,,100,0,0,0
STK4,,36,39,25,14
STMN1,,100,0,0,0
STUB1,,100,0,0,0
STXBP4,,100,0,0,0
SUN2,,100,0,0,0
TAB1,,100,0,0,0
TAB2,,77,0,23,-23
TAB3,,83,0,17,-17
TAF1,,100,0,0,0
TAGLN2,,92,8,0,8
TAOK1,,100,0,0,0
TAOK3,,93,7,0,7
TAX1BP1,,100,0,0,0
TBK1,,0,100,0,100
TBL1XR1,,12,68,20,48
TBP,M,0,100,0,100
TCF7,,100,0,0,0
TDG,,100,0,0,0
TEAD4,M,0,100,0,100
TELO2,,100,0,0,0
TGFBR1,,92,8,0,8
TGFBR2,,80,8,12,-4
THRA,,100,0,0,0
THRB,,100,0,0,0
TIAL1,,100,0,0,0
TIAM1,,100,0,0,0
TICAM1,,75,21,4,17
TLN1,,100,0,0,0
TNFAIP1,,100,0,0,0
TNFAIP3,,100,0,0,0
TNFRSF10B,,100,0,0,0
TNFRSF1A,,100,0,0,0
TNFSF10,,89,0,11,-11
TOPBP1,,100,0,0,0
TP53BP1,,100,0,0,0
TRAF2,,75,21,4,17
TRAF3,,35,65,0,65
TRAF6,,31,53,16,37
TRIM28,,66,14,20,-6
TRIO,,100,0,0,0
TRIP11,,100,0,0,0
TSC1,,94,6,0,6
TSC2,,81,0,19,-19
TSHZ3,,54,46,0,46
TTC5,,100,0,0,0
TTI1,,100,0,0,0
TTL,,100,0,0,0
TUBA1A,,100,0,0,0
TUBA1B,,100,0,0,0
TUBB,,100,0,0,0
TXN,,100,0,0,0
TYK2,,12,88,0,88
UBE2A,,100,0,0,0
UBE2N,,100,0,0,0
UBE2V1,,100,0,0,0
UBE3A,,100,0,0,0
UIMC1,,100,0,0,0
ULK1,,71,25,4,21
ULK2,,100,0,0,0
USF1,M,0,100,0,100
USP10,,100,0,0,0
USP13,,100,0,0,0
USP28,,67,33,0,33
USP4,,100,0,0,0
VAV2,,100,0,0,0
VEGFA,,100,0,0,0
VPS39,,100,0,0,0
WDR62,,100,0,0,0
WWP1,,100,0,0,0
WWTR1,,19,81,0,81
XIAP,,100,0,0,0
XPC,,100,0,0,0
YAP1,,81,19,0,19
YES1,,100,0,0,0
YWHAE,,100,0,0,0
YWHAH,,100,0,0,0
YWHAQ,,95,5,0,5
YY1,,84,0,16,-16
ZFYVE9,,100,0,0,0
ZMIZ1,,100,0,0,0
ZNF420,,100,0,0,0
