Node,NodeType,ZeroAct,UpAct,DownAct,AvgAct
CASP8,,81,14,5,9
CAV1,,82,0,18,-18
CBL,,93,7,0,7
CBLB,,100,0,0,0
CCAR2,,89,0,11,-11
CCL2,,80,0,20,-20
CCNC,,100,0,0,0
CCND1,,100,0,0,0
CCND2,,100,0,0,0
CCND3,,100,0,0,0
CCNH,,100,0,0,0
CD2AP,,83,17,0,17
CDC42,,100,0,0,0
CDK4,,100,0,0,0
CDK5,,100,0,0,0
CDK6,,100,0,0,0
CDK7,,100,0,0,0
CDK8,,100,0,0,0
CDK9,,100,0,0,0
CDKN1B,,100,0,0,0
CDKN2C,,100,0,0,0
CEBPB,M,0,100,0,100
CFLAR,,86,7,7,0
CHKA,,100,0,0,0
CHUK,,46,0,54,-54
CLASP2,,90,3,7,-4
CLK2,,100,0,0,0
COL1A1,,100,0,0,0
COP1,,100,0,0,0
CRADD,,100,0,0,0
CREB1,M,0,100,0,100
CREBBP,,100,0,0,0
CREM,M,0,100,0,100
CRK,,98,2,0,2
CRKL,,100,0,0,0
CRTC2,,100,0,0,0
CSDE1,,100,0,0,0
CSK,,45,55,0,55
CSNK1A1,,63,14,23,-9
CSNK1G1,,100,0,0,0
CSNK2A1,,64,25,11,14
CTBP1,,83,17,0,17
CTNNA1,,100,0,0,0
CTNNB1,,68,32,0,32
CTNND1,,100,0,0,0
CTTN,,76,24,0,24
CUL1,,85,0,15,-15
CUL3,,100,0,0,0
CYLD,,100,0,0,0
CYTH2,,94,6,0,6
DAAM1,,100,0,0,0
DAB2,,100,0,0,0
DAB2IP,,100,0,0,0
DAG1,,87,13,0,13
DAPK3,,100,0,0,0
DAXX,,83,17,0,17
DCLRE1B,,100,0,0,0
DDB2,,100,0,0,0
DDIT3,,100,0,0,0
DDR1,,100,0,0,0
DDR2,,100,0,0,0
DDX17,,100,0,0,0
DDX3X,,100,0,0,0
DDX5,,78,22,0,22
DLC1,,100,0,0,0
DNAJB1,,83,0,17,-17
DNM1,,99,1,0,1
DNMT3A,,100,0,0,0
DOCK1,,98,2,0,2
DOCK7,,100,0,0,0
DOK4,,100,0,0,0
DPYSL2,,100,0,0,0
DUSP1,,100,0,0,0
DUSP16,,100,0,0,0
DUSP3,,100,0,0,0
DUSP6,,100,0,0,0
DVL1,,100,0,0,0
DVL2,,92,8,0,8
DVL3,,100,0,0,0
DYNLL1,,61,0,39,-39
DYRK1B,,100,0,0,0
DYRK2,,100,0,0,0
ECSIT,,100,0,0,0
EEF1A1,,100,0,0,0
EGFR,,100,0,0,0
EGLN1,,100,0,0,0
EGLN2,,100,0,0,0
EGR1,M,0,100,0,100
EIF2A,,50,50,0,50
EIF2AK2,,89,0,11,-11
EIF2AK3,,86,0,14,-14
EIF2AK4,,47,0,53,-53
EIF2B1,,100,0,0,0
EIF2B2,,100,0,0,0
EIF2B3,,100,0,0,0
EIF2B4,,100,0,0,0
EIF2B5,,100,0,0,0
EIF2S2,,100,0,0,0
EIF3J,,100,0,0,0
EIF4E,,100,0,0,0
EIF4EBP3,,100,0,0,0
EIF4G2,,100,0,0,0
ELAVL1,,20,46,34,12
ELF1,M,0,100,0,100
ELK1,M,0,100,0,100
ELK4,M,0,100,0,100
ENPP1,,98,2,0,2
EP300,,100,0,0,0
EPB41,,100,0,0,0
EPHA2,,100,0,0,0
ERBB2,,71,18,11,7
ERC1,,100,0,0,0
ERCC6,,100,0,0,0
ERRFI1,,100,0,0,0
ETS1,M,0,100,0,100
ETS2,M,0,100,0,100
EZH2,,100,0,0,0
FANCC,,100,0,0,0
FAS,,83,17,0,17
FBXO31,,100,0,0,0
FBXW7,,67,11,22,-11
FGFR1,,40,46,14,32
FH,,100,0,0,0
FHL1,,100,0,0,0
FKBP4,,100,0,0,0
FKBP8,,100,0,0,0
FLCN,,100,0,0,0
FLI1,M,0,100,0,100
FLNA,,100,0,0,0
FNTA,,77,23,0,23
FOS,M,100,0,0,0
FOXO3,,100,0,0,0
FRS2,,90,10,0,10
FUS,,100,0,0,0
FYCO1,,95,5,0,5
FZD7,,100,0,0,0
G3BP1,,100,0,0,0
G3BP2,,100,0,0,0
GAB2,,100,0,0,0
GABARAP,,93,7,0,7
GABARAPL1,,96,0,4,-4
GABARAPL2,,100,0,0,0
GABPA,,100,0,0,0
GADD45A,,100,0,0,0
GAPDH,,91,8,1,7
GIT1,,91,9,0,9
GNA11,,100,0,0,0
GNA13,,98,2,0,2
GNAI1,,100,0,0,0
GNAQ,,100,0,0,0
GNAS,,89,11,0,11
GNB2,,99,0,1,-1
GOLGA3,,100,0,0,0
GOPC,,100,0,0,0
GPHN,,100,0,0,0
GRB10,,100,0,0,0
GRB2,,78,18,4,14
GRIPAP1,,100,0,0,0
GRK2,,100,0,0,0
GSK3A,,33,32,35,-3
GSK3B,,66,19,15,4
GSTP1,,100,0,0,0
GTF2A2,,4,96,0,96
HACE1,,100,0,0,0
HBEGF,,100,0,0,0
HBP1,M,0,0,100,-100
HDAC1,,0,100,0,100
HDAC2,,100,0,0,0
HDAC3,,79,21,0,21
HDAC4,,100,0,0,0
HDAC5,,100,0,0,0
HDAC6,,66,34,0,34
HDAC9,,100,0,0,0
HERC2,,100,0,0,0
HES1,,100,0,0,0
HGS,,100,0,0,0
HIF1A,M,0,100,0,100
HIPK2,,100,0,0,0
HMGN1,,100,0,0,0
HNRNPA0,,100,0,0,0
HNRNPD,,100,0,0,0
HNRNPK,,100,0,0,0
HRAS,,60,40,0,40
HSF1,,68,32,0,32
HSP90AA1,,100,0,0,0
HSP90AB1,,96,0,4,-4
HSPA1A,,100,0,0,0
HSPA1B,,98,2,0,2
HSPA5,,88,12,0,12
HSPA8,,98,2,0,2
HSPB1,,79,0,21,-21
HTT,,100,0,0,0
ICAM1,,90,10,0,10
IFNAR1,,100,0,0,0
IFNAR2,,100,0,0,0
IFNGR1,,100,0,0,0
IGF1R,,73,14,13,1
IGF2,,100,0,0,0
IKBKB,,98,2,0,2
IL6R,,100,0,0,0
IL6ST,,62,38,0,38
ILK,,49,15,36,-21
INSR,,78,0,22,-22
IQGAP1,,93,7,0,7
IRAK1,,100,0,0,0
IRAK3,,100,0,0,0
IRAK4,,100,0,0,0
IRF1,,92,2,6,-4
IRF2,M,0,100,0,100
IRS1,,100,0,0,0
IRS2,,100,0,0,0
ITCH,,24,0,76,-76
ITGA5,,86,14,0,14
ITGA6,,80,20,0,20
ITGAV,,80,20,0,20
ITGB1,,100,0,0,0
ITGB2,,79,21,0,21
ITGB4,,100,0,0,0
ITGB5,,100,0,0,0
JAK1,,100,0,0,0
JAK2,,89,11,0,11
JDP2,,100,0,0,0
JUN,M,0,100,0,100
JUNB,M,0,100,0,100
JUND,M,0,100,0,100
KAT5,,91,9,0,9
KCTD10,,100,0,0,0
KCTD13,,100,0,0,0
KDM1A,,100,0,0,0
KDM4C,,100,0,0,0
KEAP1,,100,0,0,0
KHDRBS1,,100,0,0,0
KHSRP,,89,11,0,11
KLC2,,95,5,0,5
KMT2A,,100,0,0,0
KPNA2,,94,0,6,-6
KRAS,,87,0,13,-13
KSR1,,100,0,0,0
L3MBTL2,,100,0,0,0
LARP4B,,100,0,0,0
LATS1,,0,0,100,-100
LATS2,,0,0,100,-100
LIFR,,100,0,0,0
LMNA,,95,0,5,-5
LMTK2,,100,0,0,0
LRIG1,,100,0,0,0
LRP5,,100,0,0,0
LRP6,,95,5,0,5
LZTR1,,100,0,0,0
MAF1,,100,0,0,0
MAGI2,,100,0,0,0
MALT1,,100,0,0,0
MAML1,,100,0,0,0
MAML2,,100,0,0,0
MAML3,,100,0,0,0
MAP1LC3A,,95,5,0,5
MAP1LC3B,,100,0,0,0
MAP2K1,,100,0,0,0
MAP2K2,,88,12,0,12
MAP2K3,,89,9,2,7
MAP2K4,,100,0,0,0
MAP2K5,,87,13,0,13
MAP2K6,,0,2,98,-96
MAP2K7,,100,0,0,0
MAP3K1,P,70,13,17,-4
MAP3K10,P,100,0,0,0
MAP3K11,P,88,0,12,-12
MAP3K12,P,100,0,0,0
MAP3K14,,5,0,95,-95
MAP3K2,P,100,0,0,0
MAP3K20,,100,0,0,0
MAP3K3,P,100,0,0,0
MAP3K4,P,68,2,30,-28
MAP3K5,P,80,17,3,14
MAP3K6,P,26,74,0,74
MAP3K7,P,21,0,79,-79
MAP3K8,P,90,10,0,10
MAPK1,,37,12,51,-39
MAPK11,,0,0,100,-100
MAPK12,,100,0,0,0
MAPK14,,0,100,0,100
MAPK3,,0,88,12,76
MAPK7,,100,0,0,0
MAPK8,,60,8,32,-24
MAPK8IP1,,100,0,0,0
MAPK9,,93,7,0,7
MAPKAPK2,,100,0,0,0
MAPKAPK3,,100,0,0,0
MAPKAPK5,,74,0,26,-26
MARK2,,70,0,30,-30
MAVS,,72,18,10,8
MAX,M,0,100,0,100
MCL1,,87,13,0,13
MDC1,,100,0,0,0
MDM2,,75,0,25,-25
MECP2,,100,0,0,0
MEF2A,M,0,100,0,100
MEF2C,,100,0,0,0
MET,,96,0,4,-4
MITF,M,0,100,0,100
MMP14,,80,0,20,-20
MMP2,,100,0,0,0
MNT,M,100,0,0,0
MOB1A,,100,0,0,0
MOB1B,,100,0,0,0
MRTFA,,89,11,0,11
MTOR,,58,1,41,-40
MXI1,M,0,0,100,-100
MYO1E,,100,0,0,0
MYO5A,,100,0,0,0
NBR1,,96,0,4,-4
NCK1,,100,0,0,0
NCK2,,100,0,0,0
NCOA1,,46,54,0,54
NCOA2,,100,0,0,0
NCOR1,,65,35,0,35
NCOR2,,90,10,0,10
NEDD4,,100,0,0,0
NEDD4L,,96,4,0,4
NET1,,88,0,12,-12
NF1,,91,0,9,-9
NF2,,98,0,2,-2
NFATC1,M,0,100,0,100
NFATC2,,100,0,0,0
NFE2L2,M,0,100,0,100
NFKB1,M,0,100,0,100
NFKB2,M,0,0,100,-100
NFX1,,100,0,0,0
NLGN2,,100,0,0,0
NLK,,100,0,0,0
NMI,,100,0,0,0
NOLC1,,100,0,0,0
NOTCH1,,52,48,0,48
NOTCH2,,87,13,0,13
NOTCH4,,59,41,0,41
NPM1,,89,0,11,-11
NR1D1,,77,23,0,23
NR2F2,,100,0,0,0
NR3C1,,95,0,5,-5
NR4A1,,100,0,0,0
NRAS,,92,0,8,-8
NRBF2,,100,0,0,0
NRF1,,100,0,0,0
NRIP1,,100,0,0,0
NUAK1,,80,0,20,-20
NUMA1,,100,0,0,0
OPHN1,,77,23,0,23
OTUD5,,100,0,0,0
PABPC1,,100,0,0,0
PAK1,,22,73,5,68
PAK1IP1,,100,0,0,0
PAK2,,100,0,0,0
PARD3,,83,0,17,-17
PARN,,100,0,0,0
PARP1,,100,0,0,0
PAXIP1,,100,0,0,0
PCBP2,,55,45,0,45
PCNA,,100,0,0,0
PDK1,,87,0,13,-13
PDP1,,100,0,0,0
PDPK1,,77,0,23,-23
PEA15,,78,22,0,22
PEBP1,,100,0,0,0
PELI1,,100,0,0,0
PER2,,77,23,0,23
PEX5,,100,0,0,0
PHB2,,100,0,0,0
PIAS1,,100,0,0,0
PIAS2,,100,0,0,0
PIDD1,,100,0,0,0
PIK3C3,,95,0,5,-5
PIK3CA,,77,0,23,-23
PIK3R1,,82,18,0,18
PIK3R3,,100,0,0,0
PIK3R4,,82,0,18,-18
PIM1,,72,28,0,28
PIN1,,100,0,0,0
PIN4,,100,0,0,0
PKN1,,100,0,0,0
PLCG1,,87,13,0,13
PMAIP1,,100,0,0,0
PML,,52,20,28,-8
PPM1A,,100,0,0,0
PPM1D,,100,0,0,0
PPP1CA,,98,0,2,-2
PPP1CB,,96,0,4,-4
PPP1CC,,65,35,0,35
PPP1R14B,,96,4,0,4
PPP1R15A,,65,35,0,35
PPP1R2,,80,13,7,6
PPP2CA,,57,0,43,-43
PPP2CB,,43,0,57,-57
PPP2R2A,,88,12,0,12
PPP2R5A,,100,0,0,0
PPP2R5C,,89,4,7,-3
PPP2R5D,,100,0,0,0
PPP3CA,,87,13,0,13
PPP3CB,,99,1,0,1
PPP3CC,,100,0,0,0
PPP3R1,,100,0,0,0
PPP5C,,100,0,0,0
PRDX1,,100,0,0,0
PREX1,,78,22,0,22
PRKAA1,,61,32,7,25
PRKAA2,,83,0,17,-17
PRKAB1,,99,1,0,1
PRKACA,,76,0,24,-24
PRKAG1,,84,0,16,-16
PRKCA,,78,0,22,-22
PRKCD,,62,38,0,38
PRKCE,,71,18,11,7
PRKCI,,100,0,0,0
PRKD1,,63,23,14,9
PRKDC,,36,64,0,64
PRKG1,,100,0,0,0
PSEN1,,35,65,0,65
PSIP1,,100,0,0,0
PTEN,,100,0,0,0
PTGES3,,100,0,0,0
PTK2,,96,0,4,-4
PTPN1,,38,62,0,62
PTPN11,,78,1,21,-20
PTPN12,,100,0,0,0
PTPN2,,100,0,0,0
PTPRA,,87,2,11,-9
PXN,,82,4,14,-10
RAB5A,,95,0,5,-5
RAC1,,23,77,0,77
RAC2,,100,0,0,0
RACGAP1,,100,0,0,0
RACK1,,100,0,0,0
RAD1,,100,0,0,0
RAD18,,100,0,0,0
RAD50,,100,0,0,0
RAF1,,53,47,0,47
RALA,,100,0,0,0
RALB,,100,0,0,0
RALBP1,,100,0,0,0
RANBP9,,100,0,0,0
RAP1A,,100,0,0,0
RAP1B,,100,0,0,0
RAPGEF1,,100,0,0,0
RARA,M,0,100,0,100
RASA1,,100,0,0,0
RASGRF2,,100,0,0,0
RASSF1,,99,1,0,1
RB1,,100,0,0,0
RB1CC1,,95,5,0,5
RBL2,,100,0,0,0
RBPJ,M,0,100,0,100
RCAN1,,34,53,13,40
RCHY1,,100,0,0,0
REL,M,0,100,0,100
RELA,M,0,100,0,100
RET,,100,0,0,0
RFWD3,,100,0,0,0
RGS2,,100,0,0,0
RHEB,,75,8,17,-9
RHOA,,25,0,75,-75
RHOU,,100,0,0,0
RIPK1,,90,0,10,-10
RNF11,,100,0,0,0
RNF111,,77,23,0,23
RNF5,,98,2,0,2
RNF7,,76,9,15,-6
RNF8,,100,0,0,0
ROCK1,,83,17,0,17
ROCK2,,100,0,0,0
RPL13A,,100,0,0,0
RPS6KA2,,60,40,0,40
RPS6KA3,,90,10,0,10
RPS6KB1,,0,100,0,100
RPTOR,,100,0,0,0
RRAGC,,100,0,0,0
RRAGD,,100,0,0,0
RRAS,,100,0,0,0
RXRA,,100,0,0,0
SDC4,,100,0,0,0
SEC63,,88,12,0,12
SET,,23,77,0,77
SETD2,,100,0,0,0
SF1,,100,0,0,0
SGK1,,100,0,0,0
SH3RF1,,100,0,0,0
SHC1,,100,0,0,0
SIAH1,,100,0,0,0
SIK2,,100,0,0,0
SIK3,,100,0,0,0
SIRT1,,26,46,28,18
SIVA1,,100,0,0,0
SKI,,100,0,0,0
SKIL,,100,0,0,0
SKP1,,85,0,15,-15
SKP2,,100,0,0,0
SLK,,100,0,0,0
SMAD1,,100,0,0,0
SMAD2,,100,0,0,0
SMAD3,M,100,0,0,0
SMAD4,M,0,100,0,100
SMAD5,,100,0,0,0
SMAD7,,74,13,13,0
SMAD9,,100,0,0,0
SMARCA4,,100,0,0,0
SMARCB1,,100,0,0,0
SMC3,,0,100,0,100
SMURF2,,87,0,13,-13
SNW1,,52,48,0,48
SOCS3,,100,0,0,0
SOD1,,100,0,0,0
SOS1,,88,0,12,-12
SOS2,,89,7,4,3
SOX9,,100,0,0,0
SP1,M,0,100,0,100
SP3,M,0,100,0,100
SPART,,100,0,0,0
SPEN,,100,0,0,0
SPHK2,,60,0,40,-40
SPRY1,,100,0,0,0
SPRY2,,100,0,0,0
SQSTM1,,94,2,4,-2
SREBF2,M,0,100,0,100
SRF,M,0,100,0,100
STAT1,M,0,100,0,100
STAT2,M,0,100,0,100
STAT3,M,0,100,0,100
STAT5A,M,0,100,0,100
STAT5B,M,0,100,0,100
STAT6,,100,0,0,0
STK11,,55,4,41,-37
STK24,,100,0,0,0
STK3,,46,0,54,-54
STK38,,70,30,0,30
STK38L,,100,0,0,0
STK4,,46,30,24,6
STMN1,,100,0,0,0
STUB1,,100,0,0,0
STXBP4,,100,0,0,0
SUN2,,95,0,5,-5
TAB1,,100,0,0,0
TAB2,,100,0,0,0
TAB3,,100,0,0,0
TAF1,,100,0,0,0
TAGLN2,,100,0,0,0
TAOK1,P,55,0,45,-45
TAOK3,,92,8,0,8
TAX1BP1,,100,0,0,0
TBK1,,0,100,0,100
TBL1XR1,,99,1,0,1
TBP,M,0,100,0,100
TCF7,,68,32,0,32
TDG,,100,0,0,0
TEAD4,M,0,100,0,100
TELO2,,100,0,0,0
TGFBR1,,65,35,0,35
TGFBR2,,100,0,0,0
THRA,,100,0,0,0
THRB,,100,0,0,0
TIAL1,,100,0,0,0
TIAM1,,88,12,0,12
TICAM1,,49,46,5,41
TLN1,,100,0,0,0
TNFAIP1,,100,0,0,0
TNFAIP3,,70,0,30,-30
TNFRSF10B,,100,0,0,0
TNFRSF1A,,100,0,0,0
TNFSF10,,94,0,6,-6
TOPBP1,,95,0,5,-5
TP53BP1,,100,0,0,0
TRAF2,,33,50,17,33
TRAF3,,94,6,0,6
TRAF6,,100,0,0,0
TRIM28,,99,1,0,1
TRIO,,100,0,0,0
TRIP11,,100,0,0,0
TSC1,,82,6,12,-6
TSC2,,95,0,5,-5
TSHZ3,,100,0,0,0
TTC5,,100,0,0,0
TTI1,,93,0,7,-7
TTL,,100,0,0,0
TUBA1A,,100,0,0,0
TUBA1B,,100,0,0,0
TUBB,,100,0,0,0
TXN,,100,0,0,0
TYK2,,0,100,0,100
UBE2A,,100,0,0,0
UBE2N,,79,0,21,-21
UBE2V1,,100,0,0,0
UBE3A,,100,0,0,0
UIMC1,,100,0,0,0
ULK1,,75,25,0,25
ULK2,,99,0,1,-1
USF1,M,0,100,0,100
USP10,,100,0,0,0
USP13,,100,0,0,0
USP28,,73,27,0,27
USP4,,100,0,0,0
VAV2,,100,0,0,0
VEGFA,,100,0,0,0
VPS39,,100,0,0,0
WDR62,,100,0,0,0
WWP1,,100,0,0,0
WWTR1,,0,100,0,100
XIAP,,100,0,0,0
XPC,,100,0,0,0
YAP1,,100,0,0,0
YES1,,100,0,0,0
YWHAE,,96,4,0,4
YWHAH,,76,10,14,-4
YWHAQ,,63,23,14,9
YY1,,100,0,0,0
ZFYVE9,,94,6,0,6
ZMIZ1,,100,0,0,0
ZNF420,,100,0,0,0
