Node1,Sign,Node2,Weight
CSNK2A1,-1,EGR1,11
CSNK2A1,-1,HSP90AB1,4
CSNK2A1,-1,MAX,11
CSNK2A1,-1,NFE2L2,11
CSNK2A1,-1,PML,13
CSNK2A1,-1,SP1,11
CSNK2A1,-1,TTI1,7
CSNK2A1,-1,YWHAQ,12
CSNK2A1,1,APEX1,3
CSNK2A1,1,CCAR2,11
CSNK2A1,1,HDAC1,25
CSNK2A1,1,HDAC3,21
CSNK2A1,1,HSF1,9
CSNK2A1,1,PPP1R2,13
CSNK2A1,1,RELA,25
CSNK2A1,1,RNF7,9
CSNK2A1,1,SEC63,12
CSNK2A1,1,SRF,25
CTBP1,1,BHLHE41,17
CTNNB1,1,TCF7,32
CUL1,-1,CTNNB1,9
CUL1,1,RNF7,15
CYTH2,1,ARF1,6
DAXX,1,MAP3K5,17
DDX5,1,HDAC1,22
DNAJB1,-1,HSF1,12
DOCK1,1,RAC1,2
DYNLL1,-1,AMBRA1,39
EIF2A,1,ATF4,50
EIF2AK2,-1,EIF2A,11
EIF2AK3,-1,EIF2A,14
EIF2AK4,-1,EIF2A,37
ELAVL1,1,ERBB2,29
ELAVL1,1,SIRT1,58
ERBB2,1,CTNNB1,17
ERBB2,1,GRB2,7
ERBB2,1,PAK1,1
ERBB2,1,PIK3CA,11
ERBB2,1,PIK3R1,18
ETS1,1,STAT1,100
FAS,1,DAXX,17
FAS,1,MAP3K5,17
FBXW7,-1,NOTCH1,16
FBXW7,-1,NOTCH4,6
FGFR1,-1,CTTN,9
FGFR1,-1,FRS2,10
FGFR1,1,ACAT1,46
FGFR1,1,PDK1,13
FNTA,1,HRAS,23
FRS2,1,PTPN11,1
FYCO1,1,MAP1LC3A,5
GABARAPL1,1,SQSTM1,4
GAPDH,-1,RHEB,1
GAPDH,1,APEX1,8
GIT1,1,PLCG1,9
GNA13,1,ARHGEF1,2
GNAS,1,AXIN1,9
GRB2,-1,PTPRA,11
GRB2,1,DNM1,1
GRB2,1,PAK1,11
GRB2,1,SOS2,11
GSK3A,-1,ANKRD28,5
GSK3A,-1,CAMKK2,12
GSK3A,-1,CTNNB1,16
GSK3A,-1,NBR1,4
GSK3A,-1,NFATC1,35
GSK3A,-1,NOTCH1,7
GSK3A,-1,PSEN1,35
GSK3A,1,ANAPC1,30
GSK3A,1,CREB1,32
GSK3A,1,MITF,32
GSK3A,1,RELA,32
GSK3A,1,TSC2,5
GSK3B,-1,CLASP2,10
GSK3B,-1,CREB1,15
GSK3B,-1,MCL1,7
GSK3B,-1,NFE2L2,15
GSK3B,1,APC,15
GSK3B,1,AXIN1,10
GSK3B,1,CEBPB,19
GSK3B,1,CTTN,5
GSK3B,1,MDM2,7
GSK3B,1,NFKB1,19
GSK3B,1,NOTCH1,6
GSK3B,1,PRKCE,29
GSK3B,1,RCAN1,12
GSK3B,1,RELA,19
GTF2A2,1,TBP,96
HDAC1,1,FLI1,100
HDAC1,1,TRIM28,1
HDAC3,1,HDAC1,21
HDAC3,1,SMAD7,9
HDAC6,-1,ELAVL1,34
HDAC6,1,CTTN,24
HIF1A,1,BNIP3,11
HRAS,1,ARAF,7
HRAS,1,ARHGEF6,24
HRAS,1,RAF1,11
HRAS,1,TIAM1,12
HSF1,1,HDAC1,32
HSF1,1,HSPA1B,2
HSF1,1,PRKDC,17
HSPA1B,1,ENPP1,2
HSPA5,-1,EIF2AK3,12
HSPA8,1,RNF5,2
HSPB1,1,UBE2N,21
ICAM1,1,ITGB2,10
IGF1R,1,CSK,14
IGF1R,1,CTTN,4
IKBKB,-1,TSC1,2
IKBKB,1,RELA,2
IL6ST,1,TYK2,38
ILK,-1,GSK3A,39
ILK,1,PPP1R14B,4
INSR,-1,ADRB2,1
INSR,-1,CALM2,1
INSR,-1,CALM3,11
IQGAP1,-1,NRAS,7
IRF1,1,CASP8,2
IRF1,1,TNFSF10,6
ITCH,-1,CFLAR,7
ITCH,-1,MAVS,18
ITCH,1,SMAD7,13
ITCH,1,TNFAIP3,30
ITGA5,1,CSK,14
ITGA6,1,CSK,20
ITGAV,1,CSK,20
ITGB2,1,CSK,17
JAK2,-1,PPP2CA,11
JAK2,1,GRB2,11
JAK2,1,STAT1,11
JAK2,1,STAT3,11
JAK2,1,STAT5A,11
JAK2,1,STAT5B,11
JUN,1,CREB1,1
JUN,1,SMAD4,1
KAT5,1,ATM,9
KAT5,1,PRKDC,4
KAT5,1,ULK1,9
KLC2,1,FYCO1,5
KPNA2,1,IRF1,6
KRAS,1,BRAF,13
LATS1,-1,WWTR1,100
LATS2,-1,WWTR1,100
LMNA,1,SUN2,5
MAP2K2,1,MAPK3,12
MAP2K3,1,MAPK11,2
MAP2K3,1,MAPK14,9
MAP2K6,-1,NFE2L2,98
MAP2K6,1,CRK,2
MAP2K6,1,MAPK11,98
MAP2K6,1,MAPK14,2
MAP2K6,1,MAPK8,32
MAP3K1,1,CHUK,17
MAP3K1,1,MAP2K3,9
MAP3K1,1,MAP2K6,17
MAP3K1,1,MAPK1,17
MAP3K1,1,MAPK3,13
MAP3K1,1,MAPK8,5
MAP3K1,1,STAT3,13
MAP3K11,1,MAP2K6,12
MAP3K14,1,CHUK,49
MAP3K14,1,MAP3K1,12
MAP3K14,1,NFKB2,95
MAP3K14,1,RCAN1,13
MAP3K4,1,MAP2K6,9
MAP3K5,1,MAP2K6,3
MAP3K5,1,MAPK14,17
MAP3K6,1,MAPK14,74
MAP3K7,1,CHUK,33
MAP3K7,1,MAP2K3,2
MAP3K7,1,MAP2K6,68
MAP3K7,1,MAP3K14,70
MAP3K7,1,MAPK8,23
MAP3K8,1,MAP2K2,10
MAPK1,-1,ARRB1,12
MAPK1,-1,BCL6,12
MAPK1,-1,CASP8,12
MAPK1,-1,FGFR1,46
MAPK1,-1,GSK3B,13
MAPK1,-1,MRTFA,11
MAPK1,-1,ROCK1,2
MAPK1,-1,TSC1,6
MAPK1,1,ATF2,51
MAPK1,1,CAPN2,24
MAPK1,1,CEBPB,12
MAPK1,1,CSNK2A1,11
MAPK1,1,EIF2AK2,11
MAPK1,1,ELK1,12
MAPK1,1,ETS1,12
MAPK1,1,HIF1A,12
MAPK1,1,JUND,12
MAPK1,1,MAP3K5,3
MAPK1,1,MAPKAPK5,10
MAPK1,1,MITF,12
MAPK1,1,NCOA1,12
MAPK1,1,PAK1,17
MAPK1,1,PML,15
MAPK1,1,PXN,12
MAPK1,1,RARA,12
MAPK1,1,RCAN1,12
MAPK1,1,RELA,12
MAPK1,1,RPS6KB1,12
MAPK1,1,SOS1,12
MAPK1,1,SP1,12
MAPK1,1,SP3,12
MAPK1,1,SPHK2,28
MAPK1,1,SREBF2,12
MAPK1,1,STAT1,12
MAPK1,1,STAT3,12
MAPK1,1,STAT5A,12
MAPK11,-1,NFE2L2,100
MAPK11,1,ATF2,100
MAPK11,1,HBP1,100
MAPK11,1,MAPKAPK5,26
MAPK14,-1,CASP8,5
MAPK14,-1,FGFR1,14
MAPK14,-1,GSK3B,15
MAPK14,-1,MAP3K11,12
MAPK14,-1,MAPK1,51
MAPK14,-1,MAPK3,12
MAPK14,-1,PRKACA,24
MAPK14,1,ADAM17,45
MAPK14,1,CFLAR,7
MAPK14,1,CSNK2A1,25
MAPK14,1,ELAVL1,46
MAPK14,1,ELK1,100
MAPK14,1,ELK4,100
MAPK14,1,ETS1,100
MAPK14,1,ETS2,100
MAPK14,1,JUN,1
MAPK14,1,JUNB,100
MAPK14,1,MAX,100
MAPK14,1,MEF2A,100
MAPK14,1,MITF,100
MAPK14,1,PPP1R15A,35
MAPK14,1,RARA,100
MAPK14,1,RELA,100
MAPK14,1,STAT1,100
MAPK14,1,STAT3,100
MAPK14,1,USF1,100
MAPK3,-1,ARRB1,9
MAPK3,-1,BCL6,88
MAPK3,-1,BRAF,13
MAPK3,-1,CASP8,5
MAPK3,-1,FGFR1,14
MAPK3,-1,GSK3B,15
MAPK3,-1,MITF,12
MAPK3,-1,NFATC1,12
MAPK3,-1,NR3C1,5
MAPK3,-1,PAK1,17
MAPK3,-1,PPP2R5C,7
MAPK3,-1,PTPN11,21
MAPK3,-1,STK11,45
MAPK3,-1,TSC2,5
MAPK3,1,ABI1,45
MAPK3,1,ADAM17,45
MAPK3,1,ATF2,12
MAPK3,1,CAPN2,12
MAPK3,1,CEBPB,88
MAPK3,1,CTTN,24
MAPK3,1,ELK1,88
MAPK3,1,ELK4,88
MAPK3,1,ETS1,88
MAPK3,1,HDAC6,34
MAPK3,1,HIF1A,88
MAPK3,1,JUND,88
MAPK3,1,LRP6,5
MAPK3,1,MCL1,13
MAPK3,1,NCOA1,42
MAPK3,1,PCBP2,45
MAPK3,1,PML,20
MAPK3,1,RAF1,47
MAPK3,1,RCAN1,41
MAPK3,1,RPS6KA2,40
MAPK3,1,RPS6KA3,10
MAPK3,1,RPS6KB1,88
MAPK3,1,SMAD4,5
MAPK3,1,SP1,88
MAPK3,1,SP3,88
MAPK3,1,SPHK2,12
MAPK3,1,SREBF2,88
MAPK3,1,STAT3,88
MAPK3,1,STAT5A,88
MAPK8,-1,AIMP1,25
MAPK8,-1,CFLAR,5
MAPK8,-1,CTBP1,17
MAPK8,-1,HSF1,11
MAPK8,-1,NR3C1,5
MAPK8,1,ATF2,32
MAPK8,1,ELK1,8
MAPK8,1,ELK4,8
MAPK8,1,ITCH,32
MAPK8,1,JUNB,8
MAPK8,1,JUND,8
MAPK8,1,MAP3K11,9
MAPK8,1,MCL1,3
MAPK8,1,NPM1,11
MAPK8,1,PXN,12
MAPK8,1,RARA,8
MAPK8,1,RPS6KB1,8
MAPK8,1,SIRT1,5
MAPK8,1,SMAD4,3
MAPK8,1,SP1,8
MAPK8,1,STAT1,8
MAPK8,1,STAT3,8
MAPK8,1,STAT5A,8
MAPK8,1,STK4,19
MAPK9,1,CTNNB1,7
MAPK9,1,ELK1,7
MAPK9,1,PSEN1,7
MAPK9,1,STAT1,7
MAPK9,1,STAT3,7
MAPKAPK5,1,DNAJB1,17
MAPKAPK5,1,HSPB1,10
MARK2,1,PARD3,17
MAVS,-1,TRAF3,6
MAVS,1,TBK1,18
MCL1,-1,BECN1,13
MDM2,-1,HIF1A,25
MDM2,-1,NOTCH4,12
MDM2,1,IGF1R,13
MET,1,GRB2,4
MMP14,-1,ADAM9,20
MRTFA,1,SRF,11
MTOR,-1,AKT1S1,35
MTOR,-1,ATG13,5
MTOR,-1,ULK1,15
MTOR,-1,ULK2,1
MTOR,1,RPS6KB1,1
MTOR,1,STAT3,1
NBR1,1,GABARAPL1,4
NBR1,1,SQSTM1,4
NCOA1,1,STAT5A,54
NCOA1,1,STAT5B,54
NCOR1,1,HDAC3,12
NEDD4L,1,SMAD7,4
NET1,1,RHOA,12
NF1,-1,HRAS,9
NF2,1,LATS1,2
NF2,1,LATS2,2
NF2,1,STK3,2
NFE2L2,-1,CCL2,20
NFKB1,1,RELA,100
NOTCH1,1,HIF1A,48
NOTCH1,1,RBPJ,48
NOTCH1,1,SNW1,48
NOTCH2,1,RBPJ,13
NOTCH4,1,RBPJ,41
NPM1,1,FBXW7,4
NR1D1,1,OPHN1,23
NR3C1,1,CAV1,5
NRAS,1,BRAF,1
NUAK1,-1,CASP6,20
OPHN1,1,RAC1,23
PAK1,-1,BCL6,73
PAK1,-1,DYNLL1,38
PAK1,-1,NET1,12
PAK1,-1,NF2,2
PAK1,1,CTNNB1,11
PAK1,1,CTTN,20
PAK1,1,ILK,16
PAK1,1,MAP3K1,13
PAK1,1,RAF1,36
PCBP2,-1,MAVS,10
PDK1,1,AKT3,6
PDPK1,1,AKT2,12
PDPK1,1,AKT3,2
PEA15,1,MAPK3,22
PER2,1,NR1D1,23
PIK3CA,1,PDPK1,23
PIK3R1,1,RAC1,18
PIK3R4,1,PIK3C3,5
PIM1,-1,MAP3K5,3
PIM1,1,NFATC1,28
PIM1,1,RELA,28
PLCG1,1,DAG1,13
PML,1,CSNK1A1,37
PML,1,TOPBP1,5
PML,1,ZFYVE9,6
PPP1CA,-1,MAPK3,2
PPP1CA,-1,SP1,2
PPP1CA,-1,SP3,2
PPP1CA,-1,STAT3,2
PPP1CB,1,CASP2,4
PPP1CC,1,TGFBR1,35
PPP1R14B,-1,PPP1CB,4
PPP1R15A,1,PPP1CC,35
PPP2CA,-1,AKT3,6
PPP2CA,-1,APC,22
PPP2CA,-1,ATM,43
PPP2CA,-1,ELF1,43
PPP2CA,-1,MAP2K2,2
PPP2CA,-1,MAPK3,43
PPP2CA,-1,PAK1,26
PPP2CA,-1,PRKCD,14
PPP2CA,-1,RELA,43
PPP2CA,-1,RPS6KB1,43
PPP2CA,-1,STK4,12
PPP2CA,-1,TRAF2,13
PPP2CA,1,MDM2,12
PPP2CB,-1,ATM,57
PPP2CB,-1,ELF1,57
PPP2CB,-1,MAPK1,12
PPP2CB,-1,PAK1,47
PPP2CB,-1,PRKCD,24
PPP2CB,-1,RPS6KB1,57
PPP2CB,-1,TRAF2,37
PPP2CB,1,MDM2,13
PPP2R2A,-1,PPP2CA,12
PPP2R5C,-1,CREB1,7
PPP2R5C,-1,RPS6KB1,7
PPP2R5C,1,ATF1,4
PPP2R5C,1,GSK3A,11
PPP3CA,1,NFATC1,13
PPP3CB,1,NFATC1,1
PREX1,1,RAC1,22
PRKAA1,-1,CTBP1,1
PRKAA1,-1,MTOR,24
PRKAA1,-1,RAF1,1
PRKAA1,1,ALDH2,16
PRKAA1,1,GAPDH,9
PRKAA1,1,KLC2,5
PRKAA1,1,KPNA2,6
PRKAA1,1,ULK1,5
PRKAA2,1,INSR,10
PRKAB1,1,ULK1,1
PRKACA,-1,ADRB2,24
PRKACA,-1,APC,5
PRKACA,-1,GNA13,2
PRKACA,-1,GSK3A,15
PRKACA,-1,GSK3B,6
PRKACA,-1,NEDD4L,4
PRKACA,-1,NFATC1,24
PRKACA,-1,PREX1,22
PRKACA,-1,PRKAA1,16
PRKACA,1,AKAP12,22
PRKACA,1,ATF2,24
PRKACA,1,LATS1,24
PRKACA,1,LATS2,24
PRKACA,1,MTOR,17
PRKACA,1,YWHAH,2
PRKAG1,1,PRKAA2,11
PRKCA,-1,CYTH2,6
PRKCA,-1,DDX5,22
PRKCA,-1,GSK3A,15
PRKCA,-1,GSK3B,6
PRKCA,-1,NFATC1,22
PRKCA,-1,PEA15,22
PRKCA,1,ATF2,22
PRKCA,1,ILK,17
PRKCA,1,INSR,1
PRKCA,1,LMNA,5
PRKCA,1,PTK2,4
PRKCA,1,RHOA,1
PRKCD,-1,ADRB2,12
PRKCD,-1,GSK3A,12
PRKCD,1,BAG3,2
PRKCD,1,ELAVL1,18
PRKCD,1,IL6ST,38
PRKCD,1,ITGB2,11
PRKCD,1,MAPK8,8
PRKCD,1,NFE2L2,38
PRKCD,1,PTPRA,2
PRKCD,1,STAT1,38
PRKCE,1,ALDH2,17
PRKCE,1,ATF2,11
PRKCE,1,IQGAP1,3
PRKCE,1,STAT3,18
PRKD1,1,CTNNB1,4
PRKD1,1,PLCG1,13
PRKD1,1,YWHAH,24
PRKDC,-1,EIF2AK4,53
PRKDC,1,MAPK8,8
PRKDC,1,SRF,64
PRKDC,1,USF1,64
PSEN1,1,NOTCH1,13
PSEN1,1,NOTCH2,13
PSEN1,1,NOTCH4,41
PTK2,-1,ACTN1,4
PTPN1,-1,CAV1,13
PTPN1,-1,MET,4
PTPN1,1,CTNNB1,32
PTPN1,1,CTTN,24
PTPN1,1,IGF1R,14
PTPN1,1,JAK2,11
PTPN1,1,STAT3,62
PTPN1,1,TYK2,62
PTPN11,-1,STAT5B,21
PTPN11,1,HRAS,1
PTPN11,1,KRAS,9
PTPN11,1,NRAS,1
PTPN11,1,PIK3CA,12
PTPN11,1,STAT1,1
PTPN11,1,STAT3,1
PTPN11,1,STAT5A,1
PTPRA,1,INSR,11
PXN,1,ILK,18
RAB5A,1,PIK3R4,5
RAC1,-1,RHOA,52
RAC1,1,MAP3K1,13
RAC1,1,MAP3K4,2
RAC1,1,MAPK8,8
RAC1,1,MAPK9,7
RAC1,1,PAK1,50
RAC1,1,ROCK1,15
RAC1,1,SET,77
RAC1,1,STAT3,77
RAF1,-1,STK3,24
RAF1,-1,STK4,1
RARA,1,CTNNB1,32
RASSF1,1,STK4,1
RB1CC1,-1,TSC1,5
RBPJ,1,GTF2A2,96
RBPJ,1,NCOR2,10
RCAN1,-1,PPP3CA,13
RELA,1,EGR1,100
RELA,1,JUN,1
RELA,1,SP1,100
RHEB,-1,EIF2AK3,2
RHEB,1,MTOR,18
RHEB,1,RAF1,6
RHOA,-1,PTPN1,62
RHOA,1,MAPK8,29
RNF111,-1,SMAD7,6
RNF111,1,AP2M1,23
RNF5,-1,PXN,2
RNF7,-1,CASP3,15
RNF7,-1,HIF1A,15
RNF7,-1,NF1,9
ROCK1,-1,PPP1CA,2
ROCK1,1,ARHGAP24,2
RPS6KA2,1,ATF4,40
RPS6KA2,1,CREB1,40
RPS6KA3,-1,GSK3A,5
RPS6KA3,-1,TSC2,5
RPS6KA3,1,ATF4,10
RPS6KA3,1,CREB1,10
RPS6KA3,1,SRF,10
RPS6KB1,-1,HSPB1,21
RPS6KB1,-1,MDM2,25
RPS6KB1,1,CREM,100
SEC63,1,HSPA5,12
SET,-1,PPP2CA,20
SET,-1,PPP2CB,57
SIRT1,-1,KAT5,9
SIRT1,-1,NFE2L2,28
SIRT1,-1,NOTCH1,13
SIRT1,-1,PER2,23
SIRT1,-1,RELA,28
SIRT1,-1,STAT5A,28
SIRT1,1,APEX1,13
SIRT1,1,CTNNB1,18
SIRT1,1,NCOR1,35
SKP1,1,CUL1,15
SMAD4,1,ATF1,5
SMAD4,1,CREB1,5
SMAD4,1,MEF2A,5
SMAD7,1,ACVR1,13
SMAD7,1,SMURF2,13
SMC3,-1,MXI1,100
SMURF2,-1,BMPR2,13
SNW1,1,RBPJ,48
SOS2,1,HRAS,7
SOS2,1,KRAS,4
SP1,1,ADAM17,45
SP1,1,CD2AP,17
SPHK2,-1,HDAC1,40
STAT1,1,ARNT,9
STAT1,1,FAS,17
STAT1,1,ICAM1,10
STAT1,1,IRF1,2
STAT1,1,IRF2,100
STAT2,1,STAT1,100
STAT3,1,EGR1,100
STAT3,1,JUNB,100
STAT3,1,MAP2K5,13
STAT3,1,PIM1,28
STAT3,1,RELA,100
STK11,-1,PAK1,14
STK11,1,MARK2,30
STK11,1,NUAK1,20
STK11,1,PRKAA1,11
STK11,1,PRKAA2,17
STK11,1,PRKAG1,16
STK3,1,LATS1,54
STK3,1,LATS2,54
STK38,1,AAK1,19
STK4,1,LATS1,24
STK4,1,LATS2,24
STK4,1,STK38,30
SUN2,1,RAB5A,5
TAOK1,1,STK3,22
TAOK1,1,STK4,23
TAOK3,1,STK4,8
TBK1,1,IKBKB,2
TBK1,1,NFKB1,100
TBK1,1,REL,100
TBK1,1,RELA,100
TBK1,1,SQSTM1,2
TCF7,1,SRF,32
TGFBR1,1,FNTA,23
TGFBR1,1,PPP2R2A,12
TGFBR1,1,RAC1,12
TIAM1,1,RAC1,12
TICAM1,1,TBK1,46
TNFAIP3,-1,TBK1,30
TRAF2,1,BIRC2,6
TRAF2,1,BIRC3,8
TRAF2,1,MAP3K1,9
TRAF2,1,MAP3K14,12
TRAF2,1,MAP3K5,3
TRAF2,1,MAP3K7,12
TRAF2,1,RIPK1,6
TRAF2,1,TICAM1,51
TRAF3,-1,MAP3K14,6
TRAF3,1,TBK1,6
TRIM28,1,TBL1XR1,1
TSC1,-1,RHEB,13
TSC2,1,TSC1,5
TTI1,1,MTOR,7
TYK2,1,STAT1,100
TYK2,1,STAT2,100
TYK2,1,STAT3,100
TYK2,1,STAT5A,100
TYK2,1,STAT5B,100
UBE2N,1,TRAF2,17
ULK1,-1,DYNLL1,1
ULK1,1,AMBRA1,23
ULK1,1,ATG13,5
ULK1,1,ATG9A,9
ULK1,1,RB1CC1,5
ULK2,-1,PRKAB1,1
USP28,-1,FBXW7,18
USP28,-1,SKP1,15
WWTR1,1,TEAD4,100
YWHAE,1,TBP,4
YWHAH,-1,NFATC1,14
YWHAQ,1,PRKD1,37
